iso3,year,economy_type,climate_risk_tier,state_output_growth,state_debt_to_gdp,state_primary_balance,state_interest_rate,state_climate_shock,state_adaptation_capital,state_risk_premium,gdp_growth,gdp_growth_UNCORRECTED,debt_to_gdp,weo_primary_balance,real_interest_rate_winsorised,climate_damage_gdp_pct_5yr,ndgain_readiness,r_minus_g_corrected,is_projection
BLZ,2018,Emerging Market,Medium,-0.5387032877128837,1.0631373161610609,0.0072857360992954,0.1178896758536745,-0.0553817181865857,-0.4910262017543292,0.23879279801663514,1.068028790341291,1.068028790341291,78.769926,0.057,-0.1184770266392233,0.0,0.326951550320025,-1.1865058169805143,False
BLZ,2019,Emerging Market,Medium,0.19528553971190218,1.052552530642386,0.0011779333813232,0.1298062307375529,-0.0553817181865857,-0.4885496683219398,-0.095747860793293,4.226969905812084,4.226969905812084,78.386203,-0.013,-0.0261028601496362,0.0,0.327193112796667,-4.25307276596172,False
BLZ,2020,Emerging Market,Medium,-3.977424756177816,1.738716038481071,-0.0220317169469711,0.126410858205075,-0.0553817181865857,-0.4163524246957236,1.8605266702659315,-13.731540665638086,-13.731540665638086,103.26122,-0.279,-0.0524229426454259,0.0,0.334235272918144,13.67911772299266,False
BLZ,2021,Emerging Market,Medium,3.3627184831705006,1.1655524252422262,-0.0055406496084462,-0.2737194838509152,-0.0553817181865857,-0.4518021180902903,-1.9241478795763531,17.8589678078692,17.8589678078692,82.482711,-0.09,-3.15413373026744,0.0,0.330777489703673,-21.013101538136638,False
BLZ,2022,Emerging Market,Medium,1.4898219800756447,0.7335971380808568,0.0085072966428898,-0.6572460932033716,4.026494538908117,-0.3741782602198518,-1.3691302409643424,9.79839583784956,9.79839583784956,66.823331,0.071,-6.127136515950082,0.7530867435089811,0.338348964858604,-15.925532353799642,False
BLZ,2023,Emerging Market,Medium,-0.539142112159017,0.7433536455062995,0.0072857360992954,-0.4078800791527371,4.026494538908117,-0.3575859636077071,-0.2056241138477328,1.0661401776900226,1.0661401776900226,67.177027,0.057,-4.19411326189522,0.7530867435089811,0.339967386887715,-5.2602534395852425,False
BLZ,2024,Emerging Market,Medium,0.4704477734941181,0.5717169746695085,0.0085945509674323,-0.2659747826115157,4.026494538908117,,-0.5596369238084851,5.411213127563985,5.411213127563985,60.9548,0.072,-3.0940987345264928,0.7530867435089811,,-8.505311862090478,False
BLZ,2025,Emerging Market,Medium,-0.2055501592520962,-0.9927844060284476,0.0095543485373993,0.3816947399649716,5.046963603181793,,0.30546238191860126,2.5018532246108283,2.5018532246108283,4.238,0.083,1.9264741484676864,0.9413584293862264,,-0.5753790761431419,True
BLZ,2026,Emerging Market,Medium,-0.22393968795022384,-0.9905776505264476,0.0099033658355692,0.4697954162228167,6.747745376971253,,0.38859982377274016,2.4227083709998265,2.4227083709998265,4.318,0.087,2.609408655612649,1.2551445725149686,,0.1867002846128223,True
BLZ,2027,Emerging Market,Medium,-0.2782705790039124,-0.9883984794682226,0.0101651288091966,0.4668125989370047,-0.0553817181865857,,0.4115864852002964,2.188879082082962,2.188879082082962,4.397,0.09,2.5862865986714785,0.0,,0.3974075165885167,True
BLZ,2028,Emerging Market,Medium,-0.2971919804350692,-0.9861365550786724,0.0104268917828239,0.4750460967535869,-0.0553817181865857,,0.42743309542084584,2.107445154603549,2.107445154603549,4.479,0.093,2.650110623778732,0.0,,0.5426654691751831,True
BLZ,2029,Emerging Market,Medium,-0.32302195140836654,-0.9839022151328974,0.0106886547564513,0.4715984729094736,,,0.4366451073578732,1.996278125528672,1.996278125528672,4.56,0.096,2.623385502124616,,,0.6271073765959441,True
BOL,1990,Developing,Medium,0.07790936151594578,0.9921382400492922,0.0279259228152689,-1.0808728340501197,,,-1.3474412492586467,4.634460329290602,4.634460329290602,104.85484,-0.274,-16.732526340079996,,,-21.366986669370597,False
BOL,1991,Developing,Medium,0.23391134551478174,0.7980229917448551,0.0276599616455997,-1.3767710164389837,,,-1.7427873990000868,5.2645211422651,5.2645211422651,94.622201,-0.293,-20.904300327250056,,,-26.168821469515155,False
BOL,1992,Developing,Medium,-0.6613791108140791,0.7882919410993191,0.026162180321673,-0.770216384787002,,,-0.7410074435084955,1.648622047244097,1.648622047244097,94.109236,-0.4,-12.35268026086574,,,-14.001302308109835,False
BOL,1993,Developing,Medium,-0.01169326858928476,0.623164397423211,0.0197791122496115,-0.4460232855966431,,,-0.580727529757168,4.272573226821597,4.272573226821597,85.404662,-0.856,-7.781985276855989,,,-12.054558503677587,False
BOL,1994,Developing,Medium,0.08578779455072101,0.6922358962877139,0.0298296448718487,-0.3975684368624186,,,-0.5568970254823471,4.666279744631452,4.666279744631452,89.045714,-0.138,-7.098835837174587,,,-11.76511558180604,False
BOL,1995,Developing,Medium,0.08782403565529721,0.5783447107526462,0.0367726311958454,-0.5362235221833941,,0.1506852098753886,-0.7185217501313351,4.674503715204614,4.674503715204614,83.042026,0.358,-9.05368960971557,,0.313821261983553,-13.728193324920184,False
BOL,1996,Developing,Medium,0.011216298582253375,0.3983143645917161,0.0362967006817004,-0.6757805696684828,,0.1535335246392004,-0.8550424625188303,4.365100386714005,4.365100386714005,73.551862,0.324,-11.021259858793456,,0.314037762796965,-15.386360245507461,False
BOL,1997,Developing,Medium,0.15704249913848758,0.2465398336223009,0.0258962191520038,-0.1254409171275168,,0.2159380223346793,-0.26471155516062106,4.954063245520524,4.954063245520524,65.551182,-0.419,-3.262196832304864,,0.318781137610484,-8.216260077825387,False
BOL,1998,Developing,Medium,0.17578072519552018,0.1832879949412158,0.0121222301543974,-0.3261293139133999,,0.2412542649617501,-0.503896923867845,5.029743192919667,5.029743192919667,62.216909,-1.403,-6.091638454686791,,0.32070542884084,-11.121381647606459,False
BOL,1999,Developing,Medium,-0.9646847438300388,0.1885808715324276,0.0193311776480633,0.0616432756260849,,0.1718225181760463,0.32545239174592044,0.423631256619239,0.423631256619239,62.495919,-0.888,-0.624556538473986,,0.315427911816842,-1.048187795093225,False
BOL,2000,Developing,Medium,-0.4485642166577758,0.4128401532441527,0.0212069037920463,-0.1076054970004735,0.0,0.0849335938987653,-0.042630005261859505,2.508138841762575,2.508138841762575,74.317578,-0.754,-3.0107409391474445,0.0,0.308823472229782,-5.518879780910019,False
BOL,2001,Developing,Medium,-0.6520381836355557,0.5771094659254472,0.0,0.11223280727912,15.987058681886966,0.1029539228603903,0.2802131525946347,1.6863481839327177,1.6863481839327177,82.976911,-2.269,0.088689114031891,1.3164745703124254,0.310193200016792,-1.5976590699008266,False
BOL,2002,Developing,Medium,-0.4542008304864881,0.6474841798577364,-0.0173714637662901,0.1608990581025516,19.58770813307753,0.0258301441355785,0.2709181994280252,2.4853736858311715,2.4853736858311715,86.686661,-3.51,0.7748190442640221,1.6129746040848845,0.304331010542696,-1.7105546415671493,False
BOL,2003,Developing,Medium,-0.39898311726072244,0.817416382957387,-0.0120802362855023,-0.0014871177237645,14.754825353030348,0.003999384973968,0.06406287047501817,2.708386986007394,2.708386986007394,95.644509,-3.132,-1.5146117954900828,1.2150047581093155,0.302671651410082,-4.222998781497477,False
BOL,2004,Developing,Medium,-0.03588922459870247,0.7067401347885156,0.006257086465376,0.0903370750513811,11.803860282424278,0.0853733186453846,0.04991293995640933,4.17485059969076,4.17485059969076,89.810294,-1.822,-0.2200118228926881,0.9720038064874524,0.308856895770793,-4.394862422583448,False
BOL,2005,Developing,Medium,0.024990518796937845,0.561575069471851,0.0399081734066826,-0.0775301725184783,11.803860282424278,-0.3092552957625337,-0.16518745010727692,4.420731707317072,4.420731707317072,82.158027,0.582,-2.5867185429409023,0.9720038064874524,0.278861118232277,-7.007450250257975,False
BOL,2006,Developing,Medium,0.11847817240763213,0.0345267860109068,0.1216142443203292,0.1032777822907826,6.56409594309317,-0.4328845852094456,0.013603391557947696,4.7983096427199445,4.7983096427199445,54.375074,6.419,-0.0375649237563786,0.540528783819611,0.269464038223119,-4.835874566476323,False
BOL,2007,Developing,Medium,0.06045119625457371,-0.2375699434382028,0.0461652598720586,-0.0464725223401746,17.730150515573925,-0.375232705055205,-0.14092796267478977,4.563950291432972,4.563950291432972,40.0317,1.029,-2.148846650418757,1.4600116723165626,0.273846165896193,-6.712796941851729,False
BOL,2008,Developing,Medium,0.4529582263931578,-0.2991604096017972,0.1247637844874648,-0.427711151915463,17.678915112996165,-0.3630364496072444,-0.713978876516343,6.149207684756686,6.149207684756686,36.785005,6.644,-7.523808351523166,1.4557926282800406,0.274773205020735,-13.67301603627985,False
