iso,year,Current account balance,Employment,General government gross debt,General government net debt,General government net lending/borrowing,General government primary net lending/borrowing,General government revenue,General government structural balance,General government total expenditure,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Gross domestic product corresponding to fiscal year, current prices","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices","Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator",Gross national savings,Implied PPP conversion rate,"Inflation, average consumer prices","Inflation, end of period consumer prices",Output gap in percent of potential GDP,Population,Total investment,Unemployment rate,Volume of Imports of goods,Volume of exports of goods,Volume of exports of goods and services,Volume of imports of goods and services
COM,2007,-0.023,,101.728,,-3.369,-2.548,33.945,,37.314,0.002,285.627,463004.1,463004.1,285.627,285.627,100.0,13.991,180.873,131.87,132.499,,0.617,16.887,,0.5,17.163,5.742,0.734
COM,2008,-0.055,,101.74,,-4.485,-3.212,41.853,,46.338,0.002,306.288,471748.04,486581.16,296.951,306.288,103.144,13.19,183.034,138.221,142.304,,0.629,19.249,,16.717,-36.137,-3.103,15.969
COM,2009,-0.037,,101.323,,1.148,2.218,44.776,,43.627,0.002,319.332,477163.82,497020.2,306.574,319.332,104.161,13.901,183.706,144.84,145.402,,0.642,17.991,,11.619,27.184,-4.739,10.342
COM,2010,-0.002,,102.629,,14.165,15.202,58.869,,44.703,0.002,336.947,484976.28,513620.33,318.156,336.947,105.906,17.919,184.541,150.487,155.123,,0.656,18.175,,0.467,20.313,14.004,2.83
COM,2011,-0.037,,100.047,,3.114,4.066,50.907,,47.793,0.002,361.596,494483.64,539639.37,331.339,361.596,109.132,12.409,186.317,153.846,162.655,,0.67,16.021,,-1.58,-24.302,-1.837,0.244
COM,2012,-0.033,,97.531,,7.63,8.608,65.433,,57.803,0.002,388.984,499358.44,568230.74,341.837,388.984,113.792,12.906,190.722,162.937,164.256,,0.685,16.152,,4.823,-28.069,-10.382,3.683
COM,2013,-0.045,,42.494,,43.368,43.825,104.672,,61.305,0.002,413.477,510592.21,591193.97,357.104,413.477,115.786,12.312,190.816,163.614,167.809,,0.699,16.356,,7.705,25.844,20.061,6.891
COM,2014,-0.043,,50.334,,-1.396,-1.139,60.45,,61.847,0.002,425.713,510245.18,595726.05,364.627,425.713,116.753,11.425,189.116,163.601,166.237,,0.715,15.203,,1.848,51.162,24.162,-3.881
COM,2015,-0.002,,61.142,,11.129,11.492,92.767,,81.638,0.002,428.346,505071.28,586602.17,368.811,428.346,116.142,13.503,186.397,165.141,170.705,,0.73,13.759,,-7.085,-20.688,-7.418,-4.344
COM,2016,-0.044,,72.753,,-24.851,-24.457,60.256,,85.107,0.002,450.159,510641.53,603242.69,381.057,450.159,118.134,8.773,187.809,166.466,168.287,,0.746,13.144,,12.623,31.455,-1.712,9.097
COM,2017,-0.024,,88.844,,-0.459,-0.142,87.986,,88.445,0.002,469.217,519385.56,616041.98,395.597,469.217,118.61,12.03,185.248,166.618,170.677,,0.762,14.278,,1.314,-6.854,2.069,3.924
COM,2018,-0.035,,83.57,,-6.613,-6.145,87.492,,94.105,0.002,490.958,528145.81,632422.34,410.007,490.958,119.744,12.968,194.228,169.455,171.778,,0.776,15.947,,9.109,8.078,12.876,8.678
COM,2019,-0.041,,110.824,,-22.422,-21.567,82.714,,105.136,0.002,522.045,527475.88,659992.47,417.226,522.045,125.123,13.018,201.543,175.726,182.52,,0.791,16.473,,-2.213,-0.002,-0.459,0.087
COM,2020,-0.022,,127.643,,-2.71,-1.394,95.807,,98.517,0.002,524.947,516531.49,651164.62,416.41,524.947,126.065,16.107,201.676,177.132,173.808,,0.806,17.916,,7.904,-27.443,-48.689,1.739
COM,2021,-0.004,,139.05,,-14.89,-13.282,90.693,,105.583,0.002,529.195,516949.45,644083.41,424.739,529.195,124.593,15.992,191.481,177.106,186.098,,0.822,16.312,,-5.837,67.607,85.548,8.509
COM,2022,-0.007,,160.491,,-22.718,-21.584,81.778,,104.496,0.002,571.698,512281.46,672037.38,435.795,571.698,131.185,12.062,188.195,199.144,224.471,,0.851,12.622,,-4.006,100.771,42.525,-1.33
COM,2023,-0.033,,201.367,,-8.091,-5.839,99.785,,107.877,0.002,605.942,515898.15,696455.8,448.85,605.942,134.999,6.238,186.938,216.036,220.008,,0.87,8.731,,8.228,-10.131,-8.989,7.355
COM,2024,-0.046,,227.354,,-18.217,-15.661,114.811,,133.028,0.002,652.152,522121.57,733022.03,464.519,652.152,140.393,1.682,189.872,224.691,227.674,,0.89,4.837,,-4.299,4.44,10.157,8.737
COM,2025,-0.06,,246.368,,-17.496,-14.963,108.501,,125.998,0.002,687.897,531293.09,756322.66,483.226,687.897,142.355,-0.509,189.09,228.061,234.414,,0.91,3.402,,3.699,4.972,6.909,6.832
COM,2026,-0.066,,264.138,,-17.679,-15.949,116.692,,134.371,0.002,732.355,542292.75,787775.42,504.142,732.355,145.268,-2.291,189.443,232.704,239.169,,0.93,1.715,,1.48,5.489,7.82,4.542
COM,2027,-0.071,,276.258,,-11.552,-9.601,129.248,,140.8,0.002,780.182,554496.87,821285.08,526.746,780.182,148.114,-3.144,189.669,237.191,243.719,,0.95,0.939,,2.606,7.301,6.213,4.674
COM,2028,-0.081,,290.503,,-13.388,-11.715,137.698,,151.086,0.002,829.491,566204.78,854778.92,549.454,829.491,150.966,-3.862,189.843,241.765,248.355,,0.97,0.521,,2.583,6.419,5.74,9.049
COM,2029,-0.093,,301.805,,-7.234,-5.132,155.309,,162.544,0.002,878.001,575535.93,885900.59,570.404,878.001,153.926,-3.858,190.079,246.428,253.08,,0.991,0.937,,3.458,10.961,7.219,9.213
CPV,1980,-0.071,,,,,,,,,0.002,6.291,101816.57,22868.48,28.011,6.291,22.46,-98.14,26.576,14.37,15.498,,0.275,68.774,21.5,5.975,-86.683,-64.173,10.631
CPV,1981,-0.024,,,,,,,,,0.002,7.477,108740.36,26764.65,30.378,7.477,24.613,-93.872,26.606,17.342,18.701,,0.279,91.447,21.861,10.1,-17.2,34.9,3.0
CPV,1982,-0.013,,,,,,,,,0.002,8.658,109789.25,30430.98,31.237,8.658,27.718,43.176,28.218,21.006,22.77,,0.285,46.338,22.229,18.1,76.5,-15.1,-7.8
CPV,1983,-0.012,,,,,,,,,0.002,10.291,117826.13,35444.41,34.211,10.291,30.082,43.164,29.471,25.24,26.84,,0.29,40.186,22.603,-0.3,-31.8,20.5,0.0
CPV,1984,-0.007,,,,,,,,,0.002,12.423,119728.04,41893.01,35.505,12.423,34.99,38.398,33.085,27.682,29.437,,0.297,41.295,22.982,-0.2,55.7,16.4,1.5
CPV,1985,-0.005,,,,,,,,,0.002,15.048,127357.66,49684.88,38.573,15.048,39.012,34.475,35.757,29.31,31.169,,0.303,45.424,23.369,-5.3,-1.3,1.3,-2.5
CPV,1986,0.002,,,,,,,,,0.002,16.986,128316.31,54927.64,39.681,16.986,42.806,20.792,38.461,32.567,34.632,,0.309,43.704,23.762,-3.4,8.1,-22.8,-4.5
CPV,1987,0.014,,,,,,,,,0.002,19.137,131101.04,60613.59,41.391,19.137,46.234,25.859,40.536,33.788,35.93,,0.316,41.743,24.161,-9.2,63.3,8.7,-7.5
CPV,1988,-0.006,,,,,,,,,0.002,23.171,136084.82,71870.71,43.873,23.171,52.813,17.556,44.727,35.01,37.229,,0.322,41.839,24.567,3.6,-20.8,-11.5,3.8
CPV,1989,-0.026,,,,,,,,,0.002,25.861,140765.55,78501.49,46.373,25.861,55.768,18.724,45.447,36.638,38.961,,0.329,43.011,24.98,3.0,-8.5,-6.4,26.5
CPV,1990,-0.018,,,,,,,,,0.002,28.892,138585.95,85750.88,46.694,28.892,61.876,15.216,48.605,40.709,43.29,,0.337,52.651,25.4,-10.8,4.2,0.8,-8.2
CPV,1991,-0.017,,,,,,,,,0.002,31.638,137281.06,91727.72,47.349,31.638,66.817,11.286,50.77,43.798,47.884,,0.345,47.417,25.827,-0.9,18.1,-12.3,-4.3
CPV,1992,-0.02,,,,,,,,,0.002,32.589,138112.78,92250.98,48.791,32.589,66.794,19.062,49.621,49.679,54.545,,0.353,47.772,26.0,6.6,-22.3,-9.7,8.6
CPV,1993,-0.033,,,,,,,,,0.002,34.633,144698.03,95713.78,52.358,34.633,66.147,18.224,48.003,52.575,56.93,,0.362,41.496,26.0,5.7,32.7,16.0,2.6
CPV,1994,-0.046,,,,-4.706,-5.347,12.992,,17.699,0.002,36.829,155237.05,102120.64,55.986,36.829,65.784,29.341,46.741,54.333,59.177,,0.361,41.805,26.0,37.1,452.1,48.4,22.7
CPV,1995,-0.062,,,,-4.879,-4.781,14.63,,19.508,0.002,43.83,162590.87,118416.95,60.18,43.83,72.831,29.413,50.686,58.902,62.553,,0.37,42.485,26.0,16.0,23.2,25.1,17.1
CPV,1996,-0.035,,,,-5.661,-4.762,13.986,,19.647,0.002,50.476,169278.13,133073.89,64.208,50.476,78.613,32.464,53.726,62.443,68.25,,0.379,40.224,25.0,-20.1,13.5,12.1,-6.6
CPV,1997,-0.03,,45.018,42.415,-5.779,-4.79,13.967,,19.746,0.002,56.753,178012.94,146176.68,69.113,56.753,82.116,31.561,55.169,67.797,68.519,,0.388,44.041,25.0,0.0,,0.0,12.269
CPV,1998,-0.058,,46.374,44.692,-2.01,-0.546,16.966,,18.976,0.003,63.579,188758.69,160169.77,74.928,63.579,84.854,31.352,56.375,70.779,74.249,,0.397,36.632,24.0,4.085,,0.0,10.949
CPV,1999,-0.083,,47.229,45.647,-7.737,-7.59,17.144,,24.881,0.003,71.174,206706.77,175532.5,83.814,71.174,84.919,32.062,55.631,73.853,73.084,,0.405,37.557,22.0,16.597,-25.968,5.856,21.133
CPV,2000,-0.06,,58.288,56.831,-12.584,-11.212,17.142,,29.726,0.003,81.02,217246.39,195776.27,89.905,81.02,90.117,15.808,57.729,72.079,72.33,,0.414,21.004,20.0,-5.826,25.213,16.731,-6.664
CPV,2001,-0.06,,60.613,59.113,-4.904,-4.437,18.651,,23.555,0.003,97.514,226091.86,231044.59,95.423,97.514,102.191,14.986,64.021,74.727,75.63,,0.422,21.309,21.0,8.446,3.042,21.175,13.172
CPV,2002,-0.069,,65.709,63.689,-6.239,-5.135,22.755,,28.994,0.003,101.624,233656.63,236315.8,100.481,101.624,101.138,17.67,62.392,76.16,77.885,,0.43,25.606,20.5,21.976,12.189,22.074,23.366
CPV,2003,-0.091,,70.856,68.737,-3.918,-2.755,21.372,,25.29,0.003,108.041,246796.6,246847.48,108.019,108.041,100.021,31.598,60.508,77.065,76.109,,0.438,39.804,20.0,19.352,14.483,14.176,21.865
CPV,2004,-0.133,,76.05,73.764,-3.339,-1.545,26.11,,29.449,0.003,112.09,254793.21,251980.84,113.341,112.09,98.896,29.758,58.262,75.608,75.881,,0.445,40.25,19.5,20.238,-21.246,2.76,13.132
CPV,2005,-0.034,,82.514,77.825,-5.804,-4.225,26.632,,32.437,0.003,123.686,265675.68,274004.28,119.926,123.686,103.135,37.583,58.911,75.936,77.217,,0.451,40.022,21.4,-4.497,28.283,9.713,-5.06
CPV,2006,-0.06,,84.507,80.539,-5.509,-4.179,30.743,,36.252,0.003,127.648,286145.43,279118.59,130.861,127.648,97.544,35.277,54.051,79.613,81.705,,0.457,39.397,13.5,24.028,6.516,33.014,22.157
CPV,2007,-0.196,,79.26,72.193,-1.148,0.133,34.838,,35.986,0.004,132.984,325815.5,287414.66,150.752,132.984,88.214,36.871,47.592,83.116,84.45,,0.463,47.271,15.2,37.461,186.191,19.574,22.477
CPV,2008,-0.245,,84.877,78.425,-2.089,-0.573,38.658,,40.747,0.004,147.63,345001.36,315638.59,161.363,147.63,91.489,37.439,48.426,88.747,90.063,,0.468,45.936,13.0,3.097,-61.7,0.729,11.756
CPV,2009,-0.248,,87.155,78.44,-7.886,-6.731,37.522,,45.408,0.004,148.252,336230.95,313627.13,158.937,148.252,93.277,33.244,49.069,89.638,89.782,,0.473,41.36,13.0,-10.764,10.137,-10.737,-9.784
CPV,2010,-0.207,,111.716,100.7,-14.583,-12.599,39.679,,54.263,0.004,151.963,338710.81,318007.84,161.856,151.963,93.888,34.584,48.798,91.497,92.87,,0.478,44.957,10.7,4.057,29.812,2.646,0.471
CPV,2011,-0.304,,116.116,106.702,-11.319,-9.237,37.916,,49.235,0.004,162.265,350013.43,337646.92,168.208,162.265,96.467,34.072,49.124,95.59,96.153,,0.481,44.912,12.2,16.432,35.715,6.558,12.94
CPV,2012,-0.219,,136.959,130.89,-15.463,-12.887,36.688,,52.151,0.003,165.135,351823.85,341693.14,170.031,165.135,97.121,29.04,48.553,98.021,100.134,,0.483,35.204,16.8,-20.958,-10.302,3.249,-13.064
CPV,2013,-0.09,,157.551,150.588,-14.309,-11.584,37.716,,52.025,0.003,168.547,352072.9,346806.77,171.106,168.547,98.504,28.787,48.421,99.497,100.199,,0.486,29.987,16.4,-2.715,16.952,13.394,-2.547
CPV,2014,-0.169,,179.027,170.017,-11.756,-8.811,35.327,,47.082,0.003,169.551,352550.36,346928.7,172.298,169.551,98.405,26.651,47.544,99.259,99.86,,0.489,34.996,15.8,12.313,53.375,2.409,10.426
CPV,2015,-0.051,,200.99,190.034,-7.229,-3.131,42.678,,49.907,0.003,173.911,353882.94,353882.94,173.911,173.911,100.0,29.114,47.87,99.401,99.335,,0.491,29.711,12.4,-22.62,-17.03,-6.698,-22.612
CPV,2016,-0.064,,212.806,201.872,-5.031,-0.843,44.107,,49.139,0.003,184.402,367514.29,373688.26,181.355,184.402,101.68,28.061,48.216,97.974,99.087,,0.493,28.555,15.0,20.457,10.763,13.156,19.322
CPV,2017,-0.137,,220.209,209.107,-5.145,-0.65,49.505,,54.65,0.003,195.292,382645.97,394114.4,189.609,195.292,102.997,25.503,47.982,98.741,99.353,,0.496,29.284,12.2,19.024,-7.031,-0.088,13.869
CPV,2018,-0.099,,230.708,216.501,-4.869,-0.271,51.857,,56.726,0.003,205.986,395198.86,413994.42,196.634,205.986,104.756,25.584,50.68,100.0,100.35,,0.498,27.486,12.2,4.803,20.479,4.945,5.577
CPV,2019,0.004,,242.617,224.583,-3.585,1.278,57.389,,60.974,0.003,221.731,420929.84,443808.76,210.3,221.731,105.435,26.01,49.907,101.106,102.293,,0.5,23.442,8.5,2.273,4.54,16.554,1.364
CPV,2020,-0.281,,254.302,231.002,-16.426,-11.789,44.626,,61.052,0.003,176.866,331993.32,352562.85,166.547,176.866,106.196,17.816,49.993,101.718,101.42,,0.502,28.873,8.5,-9.839,-29.247,-55.564,-17.465
CPV,2021,-0.244,,285.111,258.518,-14.368,-10.178,44.53,,58.898,0.003,191.269,353604.54,379407.6,178.261,191.269,107.297,17.679,48.17,103.614,106.871,,0.504,27.75,8.5,3.196,-4.658,-25.512,-4.29
CPV,2022,-0.083,,299.618,269.465,-10.016,-4.74,52.66,,62.676,0.003,241.576,413244.18,476862.99,209.347,241.576,115.395,21.644,48.358,111.831,114.969,,0.507,25.085,8.5,5.833,4.22,82.188,5.527
CPV,2023,-0.08,,300.852,271.258,-0.708,4.926,64.824,,65.532,0.003,263.815,432080.39,518221.21,219.963,263.815,119.936,18.61,48.516,115.987,116.5,,0.509,23.07,8.5,12.695,30.464,29.703,11.484
CPV,2024,-0.144,,312.122,282.527,-8.103,-2.02,75.645,,83.748,0.003,281.176,450266.55,549672.98,230.327,281.176,122.077,19.587,48.229,118.307,118.83,,0.512,24.795,8.5,14.937,13.414,10.188,14.276
CPV,2025,-0.155,,321.998,292.404,-6.386,-0.177,76.599,,82.985,0.003,300.342,469041.76,584326.39,241.086,300.342,124.579,19.754,48.339,120.673,121.207,,0.514,25.046,8.5,6.593,19.082,9.631,6.773
CPV,2026,-0.14,,325.373,295.779,-3.753,2.893,78.602,,82.355,0.003,320.502,487904.72,619994.38,252.219,320.502,127.073,18.727,48.409,123.087,123.631,,0.517,23.196,8.5,1.853,17.356,10.253,2.825
CPV,2027,-0.111,,326.192,296.598,-2.041,3.224,85.785,,87.826,0.003,341.999,507320.35,657862.44,263.738,341.999,129.674,19.856,48.508,125.549,126.104,,0.52,23.158,8.5,4.49,14.481,9.246,4.135
CPV,2028,-0.114,,327.988,298.393,-1.489,3.673,90.664,,92.153,0.003,364.335,526972.86,696887.36,275.503,364.335,132.244,19.361,48.579,128.06,128.626,,0.523,22.558,8.5,6.477,10.914,8.533,5.896
CPV,2029,-0.121,,329.025,299.43,-1.328,3.938,96.47,,97.798,0.003,388.043,547449.02,738140.6,287.796,388.043,134.833,19.664,48.638,130.621,131.198,,0.526,22.857,8.5,5.063,7.001,6.594,4.622
CRI,1980,-0.663,,,,,,,,,0.073,41.6,3615044.34,18071.99,8321.49,41.6,0.5,12.784,4.33,0.72,0.77,,2.302,25.452,5.921,-3.622,-5.862,-0.646,-2.734
CRI,1981,-0.42,,,,,,,,,0.07,57.372,3428880.03,24186.69,8133.46,57.372,0.705,12.957,5.581,0.985,1.27,,2.372,27.898,8.766,-25.718,10.195,3.051,-26.079
CRI,1982,-0.24,,,,,,,,,0.064,97.964,3086552.65,40097.51,7540.91,97.964,1.299,15.406,9.681,1.874,2.32,,2.443,23.731,9.405,-25.71,-11.032,-4.229,-20.24
CRI,1983,-0.283,,,,,,,,,0.064,129.923,3084752.13,51669.95,7756.54,129.923,1.675,13.447,12.011,2.483,2.56,,2.514,21.653,9.231,19.029,2.014,3.281,13.451
CRI,1984,-0.156,,,,,,,,,0.066,163.779,3237965.81,63288.23,8379.27,163.779,1.955,18.351,13.528,2.782,3.01,,2.588,21.765,5.361,12.304,14.307,9.413,9.307
CRI,1985,-0.13,,,,,,,,,0.065,198.852,3165710.86,74588.51,8439.74,198.852,2.356,22.469,15.807,3.203,3.34,,2.666,24.97,6.846,7.56,-7.377,-6.239,6.562
CRI,1986,-0.074,,,,,,,,,0.066,247.74,3243357.41,90211.35,8906.98,247.74,2.781,23.419,18.292,3.58,3.85,,2.746,24.32,6.229,6.728,-4.776,3.628,17.585
CRI,1987,-0.229,,,,,,,,,0.067,285.873,3304327.78,101230.61,9331.36,285.873,3.064,21.966,19.661,4.182,4.49,,2.824,26.177,5.577,12.837,14.844,20.949,17.582
CRI,1988,-0.16,,,,,,,,,0.066,351.39,3327112.8,121131.26,9651.63,351.39,3.641,20.889,22.569,5.053,5.62,,2.901,23.57,5.461,10.009,1.302,7.37,-0.908
CRI,1989,-0.376,,,,,,,,,0.067,427.916,3425771.33,143741.34,10198.48,427.916,4.196,19.303,25.029,5.887,6.18,,2.977,25.615,3.774,20.4,16.377,16.074,16.913
CRI,1990,-0.447,,,,-23.133,-5.683,76.01,,99.143,0.067,525.31,3463509.27,172201.42,10565.63,525.31,4.972,19.398,28.588,7.009,7.87,,3.051,26.27,4.642,11.189,2.043,7.901,10.439
CRI,1991,-0.224,,,,-21.238,7.335,102.15,,123.388,0.067,881.04,3461208.31,282233.94,10804.74,881.04,8.154,15.294,45.352,8.425,9.207,,3.122,18.402,5.5,-3.876,9.376,10.059,-4.394
CRI,1992,-0.409,,,,-17.436,15.558,140.9,,158.336,0.066,1151.92,3697264.43,360961.43,11798.89,1151.92,9.763,15.662,53.089,10.26,10.769,,3.191,20.434,4.1,22.348,16.077,17.774,23.594
CRI,1993,-0.69,,,,-20.743,12.554,167.5,,188.243,0.069,1362.41,3858440.67,416007.47,12636.28,1362.41,10.782,13.827,57.272,11.264,11.743,,3.275,21.029,4.1,15.747,6.754,9.112,14.525
CRI,1994,-0.513,,,,-89.959,-36.467,197.0,,286.959,0.07,1647.13,3916059.64,488383.66,13207.32,1647.13,12.471,15.878,64.862,12.788,14.075,,3.373,20.771,4.2,5.568,3.469,4.148,5.132
CRI,1995,-0.373,,,,-76.62,17.809,264.525,,341.145,0.071,2079.86,3964492.4,599420.92,13755.94,2079.86,15.12,16.319,77.021,15.753,17.251,,3.47,19.542,5.2,2.501,13.587,8.998,2.976
CRI,1996,-0.275,,817.117,,-104.841,14.473,314.5,-104.841,419.341,0.069,2425.73,3911123.68,680498.37,13941.71,2425.73,17.399,15.394,87.039,18.512,19.647,,3.565,17.75,6.2,0.954,5.589,6.658,2.983
CRI,1997,-0.46,,896.651,,-99.473,25.597,377.5,-99.473,476.973,0.07,2934.16,4021634.78,802445.3,14705.18,2934.16,19.953,16.413,98.124,20.965,21.848,,3.657,20.054,5.7,19.43,9.088,8.256,14.014
CRI,1998,-0.491,,1432.1,,-104.346,26.793,459.704,-104.346,564.049,0.073,3519.45,4205326.95,939270.93,15757.39,3519.45,22.335,19.078,108.617,23.409,24.548,,3.747,22.662,5.6,27.905,28.955,25.561,24.824
CRI,1999,-0.694,,1587.55,,-117.344,64.375,563.227,-122.144,680.571,0.074,4072.33,4279031.83,1061145.42,16421.53,4072.33,24.799,16.215,118.914,25.761,27.03,,3.838,21.08,6.022,-0.312,23.412,19.402,0.461
CRI,2000,-0.685,,1797.62,,-170.449,24.485,610.138,-174.457,780.587,0.073,4627.05,4476639.05,1214389.35,17056.83,4627.05,27.127,16.128,127.199,28.584,29.8,,3.81,20.687,5.193,-4.187,-4.584,3.546,-2.356
CRI,2001,-0.514,,2082.92,,-182.344,57.157,725.563,-183.998,907.908,0.074,5254.09,4465105.01,1329006.38,17652.32,5254.09,29.764,16.897,136.49,31.802,33.065,,3.953,20.115,6.072,5.135,6.43,1.702,0.01
CRI,2002,-0.86,,2471.93,,-297.818,0.105,808.802,-293.905,1106.62,0.074,5965.39,4538417.84,1483031.36,18255.47,5965.39,32.677,14.7,147.555,34.717,36.267,,4.022,19.886,6.403,18.631,11.061,2.68,6.13
CRI,2003,-0.9,,2793.18,,-236.325,97.48,973.273,-230.916,1209.6,0.074,6885.56,4660231.72,1684992.07,19043.59,6885.56,36.157,13.757,160.107,37.997,39.846,,4.086,18.965,6.668,20.121,19.971,5.671,4.544
CRI,2004,-0.675,,3341.69,,-278.346,110.893,1107.69,-268.1,1386.03,0.074,8150.14,4789750.67,1963026.31,19886.2,8150.14,40.984,15.304,176.729,42.676,45.077,,4.152,18.93,6.495,18.8,22.136,10.383,4.812
CRI,2005,-0.86,,3574.22,,-200.272,193.591,1321.39,-172.657,1521.66,0.074,9577.02,4905287.85,2271994.96,20677.01,9577.02,46.317,14.674,193.655,48.565,51.422,,4.215,18.964,6.63,26.993,18.863,6.012,6.946
CRI,2006,-0.939,,3836.67,,-121.103,315.644,1638.35,-115.966,1759.46,0.075,11613.32,5186662.82,2714244.85,22191.95,11613.32,52.331,16.953,212.254,54.135,56.273,,4.279,21.086,5.962,23.637,20.854,8.041,7.816
CRI,2007,-1.499,,3746.61,,77.533,497.21,2104.7,22.729,2027.17,0.077,13889.05,5532922.96,3199955.07,24015.04,13889.05,57.835,17.712,228.389,59.201,62.353,,4.34,23.287,4.597,18.339,10.112,7.523,10.088
CRI,2008,-2.581,,3891.31,,29.524,369.685,2490.03,-40.416,2460.51,0.079,16208.98,5711263.51,3680436.75,25152.92,16208.98,64.442,16.233,249.67,67.148,71.022,,4.404,24.611,4.948,25.329,10.556,2.172,6.659
CRI,2009,-0.561,,4587.32,,-573.073,-212.933,2363.27,-526.79,2936.34,0.079,17626.15,5578728.72,3943794.75,24933.22,17626.15,70.693,16.63,272.212,72.415,73.896,,4.469,18.453,7.822,-20.367,-4.152,-8.462,-18.736
CRI,2010,-1.214,,5562.34,,-981.448,-579.849,2591.29,-960.789,3572.74,0.079,19802.01,5768604.91,4348350.66,26269.73,19802.01,75.38,16.61,286.771,76.515,78.2,,4.554,19.834,9.213,9.874,3.589,9.327,18.726
CRI,2011,-2.265,,6381.77,6231.93,-845.413,-395.987,2869.47,-839.023,3714.89,0.079,21623.53,5945878.45,4687846.08,27426.42,21623.53,78.842,14.751,293.88,80.248,81.903,,4.613,20.048,10.492,16.307,6.243,7.048,10.671
CRI,2012,-2.411,,8014.51,7396.9,-1001.25,-529.425,3118.25,-1028.54,4119.5,0.081,23752.87,6155776.45,5083072.76,28765.54,23752.87,82.574,14.749,302.165,83.855,85.63,,4.673,19.854,9.849,6.704,6.99,5.564,7.825
CRI,2013,-2.431,,8931.44,8700.57,-1335.85,-704.402,3379.74,-1323.45,4715.6,0.08,25462.96,6229208.99,5379816.09,29483.18,25462.96,86.364,14.819,310.746,88.242,88.781,,4.733,19.59,8.311,0.467,-0.912,3.312,1.681
CRI,2014,-2.453,,10482.71,10404.01,-1527.08,-830.918,3625.19,-1513.88,5152.27,0.08,28001.33,6369693.78,5842596.56,30527.5,28001.33,91.725,14.507,324.384,92.23,93.333,,4.793,19.223,9.658,10.22,14.569,4.964,5.046
CRI,2015,-1.921,,12004.11,11899.46,-1666.15,-866.206,3993.82,-1656.89,5659.97,0.08,30171.92,6522949.65,6219817.67,31642.39,30171.92,95.353,15.45,334.113,92.97,92.58,,4.851,18.854,9.604,-5.557,-0.975,2.888,4.498
CRI,2016,-1.257,,14122.56,13897.8,-1632.96,-758.364,4379.46,-1657.15,6012.43,0.081,32056.29,6716387.34,6529710.53,32972.74,32056.29,97.221,16.752,337.451,92.953,93.288,,4.909,18.889,9.541,5.541,9.282,9.417,8.938
CRI,2017,-2.189,,16163.49,16063.61,-2019.06,-996.684,4560.07,-2069.24,6579.13,0.081,34343.65,6915180.17,6915180.15,34343.65,34343.65,100.0,14.448,340.992,94.464,95.689,,4.966,18.065,9.293,10.75,14.258,6.955,5.013
CRI,2018,-1.867,,18669.83,18660.16,-2038.54,-809.801,4766.51,-2272.32,6805.05,0.081,36014.72,7017097.21,7170945.55,35242.05,36014.72,102.192,15.378,337.902,96.563,97.629,,5.022,18.37,11.951,6.468,6.888,4.891,2.856
CRI,2019,-0.826,,21348.96,20822.49,-2528.79,-994.323,5675.66,-2592.68,8204.45,0.084,37832.15,7111601.89,7454064.41,36094.03,37832.15,104.816,14.781,324.217,98.587,99.115,,5.075,16.064,12.417,-2.723,3.019,4.261,-2.297
CRI,2020,-0.632,,24419.52,24388.65,-3058.16,-1368.29,5077.37,-2476.18,8135.52,0.08,36495.25,6737296.69,7116292.86,34551.6,36495.25,105.625,15.151,328.024,99.301,100.0,,5.128,16.163,19.98,-12.929,-0.189,-10.633,-12.929
CRI,2021,-2.061,,27271.99,26988.02,-2050.86,-111.801,6326.21,-2475.7,8377.08,0.079,40326.63,7199468.02,7785002.82,37293.53,40326.63,108.133,15.409,330.139,101.016,103.299,,5.18,18.582,13.68,19.246,29.049,15.934,19.246
CRI,2022,-2.235,,28223.52,27623.11,-1257.03,927.391,7341.17,-1774.33,8598.2,0.079,44810.03,7456249.74,8569035.3,38990.94,44810.03,114.924,14.469,327.523,109.375,111.436,,5.229,17.697,11.669,8.118,17.572,18.501,8.118
CRI,2023,-1.253,,28762.28,27897.51,-1491.96,731.964,7184.48,-1597.18,8676.44,0.081,47059.27,7764925.51,8915932.43,40984.13,47059.27,114.823,13.808,315.868,109.949,109.469,,5.278,15.257,7.297,5.19,-4.716,9.959,5.19
CRI,2024,-2.073,,30118.26,29607.66,-1824.58,641.828,7328.83,-1873.75,9153.41,0.082,49176.94,8000838.51,9230982.56,42623.5,49176.94,115.375,13.903,309.981,109.666,110.431,,5.327,16.082,8.3,6.824,2.136,6.386,6.824
CRI,2025,-2.235,,31846.21,31305.83,-1632.0,858.619,7829.04,-1646.88,9461.04,0.082,52324.27,8204539.52,9730932.2,44116.69,52324.27,118.604,15.008,312.971,111.84,113.275,,5.377,17.228,8.65,6.828,8.914,6.342,6.828
CRI,2026,-2.019,,33447.43,32904.95,-1497.96,1009.55,8385.82,-1497.96,9883.79,0.082,55882.32,8413165.51,10296522.65,45660.77,55882.32,122.386,15.77,317.066,115.195,116.673,,5.427,17.661,9.0,6.725,8.565,6.248,6.725
