t,action,reward,debt_ratio,gdp_growth,inflation,climate_shock,terminated,truncated,episode
14,2,-2.729716438463295,1.3759961128234863,0.05095241591334343,0.08713503181934357,0.019405415281653404,False,False,3
15,2,-2.869239037598284,1.4070870876312256,0.06067967042326927,0.09740778058767319,0.054549213498830795,False,False,3
16,0,-3.1388569875101378,1.4333096742630005,0.0594351589679718,0.09803003817796707,0.12445113807916641,False,False,3
17,2,-3.4777446921246886,1.4677469730377197,0.06832582503557205,0.10913937538862228,0.22186700999736786,False,False,3
18,2,-3.5933638976364404,1.502632975578308,0.07710433006286621,0.12036087363958359,0.2442992925643921,False,False,3
19,1,-3.550028415439202,1.4848791360855103,0.06485819816589355,0.11536087095737457,0.22461314499378204,False,False,3
20,3,-3.2621442929718296,1.4998791217803955,0.0668581947684288,0.11736086755990982,0.12065175920724869,False,False,3
21,0,-3.378427610563568,1.526813268661499,0.06547136604785919,0.11805428564548492,0.13868311047554016,False,False,3
22,2,-3.37458502704458,1.559299111366272,0.07484988868236542,0.12867575883865356,0.12429487705230713,False,False,3
23,0,-3.42669624021828,1.5853908061981201,0.07363154739141464,0.12928493320941925,0.1218341588973999,False,False,3
24,2,-3.4401178507542425,1.6176602840423584,0.08306419104337692,0.13985228538513184,0.11347125470638275,False,False,3
25,0,-3.5165263724779923,1.643622636795044,0.08187171816825867,0.14044852554798126,0.11924752593040466,False,False,3
26,1,-3.653750417706641,1.6252349615097046,0.0702594518661499,0.13544853031635284,0.16122692823410034,False,False,3
27,1,-3.7102005670617695,1.606994390487671,0.05850006639957428,0.13044853508472443,0.17593838274478912,False,False,3
28,2,-3.769511982370327,1.6406179666519165,0.06759417057037354,0.14135442674160004,0.18117934465408325,False,False,3
29,1,-3.7175108113879434,1.6222190856933594,0.05599307268857956,0.13635443150997162,0.1601097285747528,False,False,3
30,2,-3.635779584682152,1.6546164751052856,0.06539372354745865,0.1469537764787674,0.11986923962831497,False,False,3
