country,year,gdp_current_usd,gdp_growth,debt_to_gdp,inflation,exports_gdp,imports_gdp,gdp_per_capita,population,foreign_reserves,current_account_balance
EMU,2000,6528628817962.73,3.90141358203564,,2.94756559977476,35.0156011467994,34.132404707596,20039.4002655128,325789631.0,351979822071.882,
EMU,2001,6631899417554.06,2.18509855153397,,2.85732893518829,34.9992546183422,33.4335748729441,20289.6505275093,326861195.0,346050008184.583,
EMU,2002,7241862819845.99,0.946766858097888,,2.32690683615857,34.3618522688253,31.8532611464777,22047.2795660791,328469678.0,383932923077.543,
EMU,2003,8921228124667.76,0.75319113715031,,2.09523529072289,33.3946075209757,31.3741320573267,27010.5876151819,330286340.0,387350656564.326,
EMU,2004,10231007049211.6,2.31187462582069,,2.21620788926273,34.870553361249,32.6724339442478,30803.286099919,332140117.0,382789632831.183,
EMU,2005,10611825457675.7,1.77166717086934,,2.52392898747161,36.1573948369661,34.5137955894332,31781.6618833533,333897752.0,377529937016.727,
EMU,2006,11288300255552.1,3.32457136193729,,2.72004750529271,38.0584833643971,36.7533595336084,33646.2303491169,335499702.0,429171451915.006,
EMU,2007,13000311540976.4,3.01116848351764,,2.48231546689542,39.1165979564955,37.5933414205133,38544.2258256115,337282985.0,510182906141.806,
EMU,2008,14295718485782.5,0.410531246374063,,4.11407022033816,39.4123586614933,38.2005201519649,42172.9388150163,338978475.0,522439861821.438,
EMU,2009,13083077526585.9,-4.48276627207102,,0.437175412792701,34.5283301321756,32.7966814414206,38464.1586390033,340136844.0,660334751778.785,
EMU,2010,12784744616370.5,2.11823129195227,,1.5205755786839,38.4265936671297,36.815440319361,37491.6114073082,341002804.0,787897995554.545,
EMU,2011,13808563263632.6,1.7775447306567,,3.28801427219796,41.1664098599967,39.4556066986616,40569.5862836129,340367367.0,847726435343.261,
EMU,2012,12784947379630.9,-0.920856755560266,,2.54154474108009,42.7994402495364,39.8248738569804,37481.4502473034,341100659.0,909437841338.521,
EMU,2013,13357283141903.1,-0.166724880410968,,1.31023355618666,43.0803538024766,39.5084153654243,39097.5925470426,341639530.0,748400035597.623,
EMU,2014,13682058707498.0,1.45587546223307,,0.220195628198753,43.634762233681,39.7365248817238,39979.3009314013,342228563.0,745741427667.848,
EMU,2015,11829834353286.1,2.14365367393994,,-0.0852072296963751,45.111949143893,40.6171950198045,34471.1747135027,343180482.0,701552553007.993,
EMU,2016,12123283574466.5,1.80158112775391,,0.166009884375616,44.6931476076077,40.2038533233418,35228.4854539428,344132977.0,741790800990.739,
EMU,2017,12841960349280.8,2.62262590499378,,1.37503641525339,46.3201010697975,41.9486656015234,37243.5651015997,344810179.0,802685567836.537,
