country,year,imf_debt_gdp
CRI,2017,46.781762
CRI,2018,51.584301
CRI,2019,56.082081
CRI,2020,66.92994
CRI,2021,67.743254
CRI,2022,63.067913
CRI,2023,61.173481
CRI,2024,59.775448
CYP,2000,86.92874
CYP,2001,89.054822
CYP,2002,94.015324
CYP,2003,95.509677
CYP,2004,97.126258
CYP,2005,97.8519
CYP,2006,91.67875
CYP,2007,84.881277
CYP,2008,77.324089
CYP,2009,89.093139
CYP,2010,92.460858
CYP,2011,102.87288
CYP,2012,119.09393
CYP,2013,145.96849
CYP,2014,152.15213
CYP,2015,149.76259
CYP,2016,143.12049
CYP,2017,131.86477
CYP,2018,136.26943
CYP,2019,127.33803
CYP,2020,151.4052
CYP,2021,130.74638
CYP,2022,112.5102
CYP,2023,106.56892
CYP,2024,100.18675
"Congo, Republic of ",1990,155.44706
"Congo, Republic of ",1991,142.30598
"Congo, Republic of ",1992,129.84222
"Congo, Republic of ",1993,148.47945
"Congo, Republic of ",1994,231.13606
"Congo, Republic of ",1995,226.32242
"Congo, Republic of ",1996,189.82004
"Congo, Republic of ",1997,198.98718
"Congo, Republic of ",1998,230.18182
"Congo, Republic of ",1999,206.32083
"Congo, Republic of ",2000,145.01979
"Congo, Republic of ",2001,180.08247
"Congo, Republic of ",2002,163.51317
"Congo, Republic of ",2003,185.30958
"Congo, Republic of ",2004,122.59108
"Congo, Republic of ",2005,99.751538
"Congo, Republic of ",2006,94.724867
"Congo, Republic of ",2007,93.757445
"Congo, Republic of ",2008,69.598022
"Congo, Republic of ",2009,83.835525
"Congo, Republic of ",2010,43.48701
"Congo, Republic of ",2011,34.389938
"Congo, Republic of ",2012,30.197581
"Congo, Republic of ",2013,33.936933
"Congo, Republic of ",2014,42.32297
"Congo, Republic of ",2015,74.184097
"Congo, Republic of ",2016,84.635287
"Congo, Republic of ",2017,88.478873
"Congo, Republic of ",2018,71.223092
"Congo, Republic of ",2019,77.6047
"Congo, Republic of ",2020,102.51365
"Congo, Republic of ",2021,97.764421
"Congo, Republic of ",2022,92.483172
"Congo, Republic of ",2023,99.009516
"Congo, Republic of ",2024,95.442007
Czech Republic,1993,13.23542
Czech Republic,1994,11.340163
Czech Republic,1995,12.388226
Czech Republic,1996,10.241471
Czech Republic,1997,10.797191
Czech Republic,1998,12.551248
Czech Republic,1999,13.921293
Czech Republic,2000,15.743468
Czech Republic,2001,21.402592
Czech Republic,2002,24.214244
Czech Republic,2003,26.384505
Czech Republic,2004,26.271586
Czech Republic,2005,25.529749
Czech Republic,2006,25.293492
Czech Republic,2007,25.1906
Czech Republic,2008,25.987452
Czech Republic,2009,31.014331
Czech Republic,2010,34.301797
Czech Republic,2011,36.95411
Czech Republic,2012,41.22649
Czech Republic,2013,41.591951
Czech Republic,2014,39.139002
Czech Republic,2015,37.40763
Czech Republic,2016,35.391501
Czech Republic,2017,33.486306
Czech Republic,2018,31.996469
Czech Republic,2019,30.443299
Czech Republic,2020,38.134192
Czech Republic,2021,42.182298
Czech Republic,2022,44.039211
Czech Republic,2023,43.997147
Czech Republic,2024,43.80574
Côte d'Ivoire,1990,132.10708
Côte d'Ivoire,1991,144.85113
Côte d'Ivoire,1992,140.44143
Côte d'Ivoire,1993,146.98177
Côte d'Ivoire,1994,173.87193
Côte d'Ivoire,1995,143.73085
Côte d'Ivoire,1996,141.47355
Côte d'Ivoire,1997,121.058
Côte d'Ivoire,1999,78.017863
Côte d'Ivoire,2000,73.986539
Côte d'Ivoire,2001,71.171536
Côte d'Ivoire,2002,62.981548
Côte d'Ivoire,2003,56.380792
Côte d'Ivoire,2004,56.717581
Côte d'Ivoire,2005,58.163901
Côte d'Ivoire,2006,57.470572
Côte d'Ivoire,2007,53.532538
Côte d'Ivoire,2008,51.239846
Côte d'Ivoire,2009,46.475523
Côte d'Ivoire,2010,45.611781
Côte d'Ivoire,2011,50.028434
Côte d'Ivoire,2012,24.692808
Côte d'Ivoire,2013,24.623659
Côte d'Ivoire,2014,26.709961
Côte d'Ivoire,2015,29.171965
Côte d'Ivoire,2016,31.117864
Côte d'Ivoire,2017,32.595287
Côte d'Ivoire,2018,35.316552
Côte d'Ivoire,2019,37.215598
Côte d'Ivoire,2020,46.31549
Côte d'Ivoire,2021,50.165211
Côte d'Ivoire,2022,56.035309
Côte d'Ivoire,2023,57.528322
Côte d'Ivoire,2024,59.25315
DEU,1990,23.166012
DEU,1991,22.778884
DEU,1992,24.816567
DEU,1993,27.051168
DEU,1994,28.760079
DEU,1995,35.4412
DEU,1996,37.210146
DEU,1997,37.703769
DEU,1998,38.182178
DEU,1999,39.142468
DEU,2000,38.267282
DEU,2001,36.450105
DEU,2002,37.078161
DEU,2003,38.927486
DEU,2004,39.770043
DEU,2005,41.171771
DEU,2006,41.00042
DEU,2007,39.352456
DEU,2008,39.848475
DEU,2009,44.033717
DEU,2010,51.587616
DEU,2011,49.466994
DEU,2012,50.091523
DEU,2013,49.01077
DEU,2014,47.296469
DEU,2015,44.916176
DEU,2016,43.18265
DEU,2017,40.94491
DEU,2018,38.972409
DEU,2019,37.218717
DEU,2020,44.362886
DEU,2021,45.788911
DEU,2022,45.025355
DEU,2023,44.356656
DEU,2024,43.965266
DJI,1995,50.942086
DJI,1996,53.133601
DJI,1997,55.966564
DJI,1998,55.248419
DJI,1999,58.46401
DJI,2000,58.128709
DJI,2001,58.060615
DJI,2002,63.68337
DJI,2003,66.271497
DJI,2004,65.297583
DJI,2005,60.312881
DJI,2006,58.346228
DJI,2007,56.639676
DJI,2008,59.261778
DJI,2009,29.531651
DJI,2010,27.883581
DJI,2011,25.681828
DJI,2012,25.049658
DJI,2013,24.573388
DJI,2014,26.856424
DJI,2015,40.260485
DJI,2016,45.923306
DJI,2017,47.989781
DJI,2018,47.462311
DJI,2019,41.124654
DJI,2020,42.057573
DJI,2021,40.278438
DJI,2022,38.298042
DJI,2023,35.437066
DJI,2024,33.254416
DMA,1990,56.561304
DMA,1991,58.705219
DMA,1992,55.301402
DMA,1993,55.406008
DMA,1994,56.975603
DMA,1995,59.281461
DMA,1996,54.664875
DMA,1997,49.275424
DMA,1998,57.089621
DMA,1999,61.97804
DMA,2000,69.553052
DMA,2001,97.490291
DMA,2002,99.360355
DMA,2003,98.220077
DMA,2004,85.81775
DMA,2005,84.935068
DMA,2006,80.446791
DMA,2007,74.900174
DMA,2008,66.527392
DMA,2009,62.810459
DMA,2010,67.315736
DMA,2011,68.635744
DMA,2012,74.031962
DMA,2013,75.569193
DMA,2014,73.533988
DMA,2015,71.133163
DMA,2016,72.906868
DMA,2017,86.686593
DMA,2018,90.012218
DMA,2019,89.106841
DMA,2020,118.15068
DMA,2021,113.57086
DMA,2022,108.32856
DMA,2023,103.18573
DMA,2024,104.34928
DNK,1990,61.446734
DNK,1991,62.307011
DNK,1992,66.726451
DNK,1993,78.43357
DNK,1994,75.607033
DNK,1995,74.353319
DNK,1996,72.538488
DNK,1997,67.935531
DNK,1998,62.832323
DNK,1999,59.517478
DNK,2000,53.63568
DNK,2001,50.631177
DNK,2002,50.202624
DNK,2003,48.294071
DNK,2004,45.605873
DNK,2005,38.184266
DNK,2006,31.701144
DNK,2007,27.0019
DNK,2008,31.08772
DNK,2009,36.282054
DNK,2010,38.123753
DNK,2011,40.991717
DNK,2012,40.018426
DNK,2013,38.423171
DNK,2014,38.430723
DNK,2015,33.609841
DNK,2016,30.846373
DNK,2017,29.379212
DNK,2018,27.596586
DNK,2019,26.588607
DNK,2020,34.661414
DNK,2021,28.323079
DNK,2022,22.673007
DNK,2023,22.16745
DNK,2024,20.240826
DOM,2000,11.673373
DOM,2001,13.778497
DOM,2002,14.749594
DOM,2003,24.272152
DOM,2004,26.7288
DOM,2005,17.480654
DOM,2006,18.829662
DOM,2007,16.584523
DOM,2008,22.517361
DOM,2009,26.892605
DOM,2010,27.143268
DOM,2011,28.316352
DOM,2012,31.48143
DOM,2013,36.816963
DOM,2014,35.277524
DOM,2015,33.257586
DOM,2016,34.509493
DOM,2017,36.050575
DOM,2018,36.823514
DOM,2019,39.603212
DOM,2020,55.926289
DOM,2021,49.957722
DOM,2022,45.210959
DOM,2023,44.868924
DOM,2024,46.122323
DZA,1990,63.617816
DZA,1991,66.021301
DZA,1992,64.61477
DZA,1993,89.864538
DZA,1994,90.290278
DZA,1995,95.865609
DZA,1996,90.675881
DZA,1997,79.561035
DZA,1998,79.890177
DZA,1999,69.676279
DZA,2000,53.405657
DZA,2001,50.002857
DZA,2002,47.312491
DZA,2003,38.224215
DZA,2004,32.689637
DZA,2005,25.365524
DZA,2006,22.47251
DZA,2007,12.794482
DZA,2008,7.637351
DZA,2009,8.9224693
DZA,2010,9.5133011
DZA,2011,8.4781069
DZA,2012,8.5831718
DZA,2013,6.4775293
DZA,2014,6.8527966
DZA,2015,7.7311794
DZA,2016,18.09443
DZA,2017,24.015146
DZA,2018,34.492665
DZA,2019,40.881598
DZA,2020,45.967375
DZA,2021,55.144638
DZA,2022,48.068308
DZA,2023,47.712251
DZA,2024,46.201837
ECU,1990,59.343187
ECU,1991,55.708504
ECU,1992,60.28965
ECU,1993,69.379496
ECU,1994,65.28225
ECU,1995,54.328547
ECU,1996,54.302727
ECU,1997,47.300061
ECU,1998,50.440271
ECU,1999,74.922162
ECU,2000,66.541036
ECU,2001,52.237948
ECU,2002,46.278956
ECU,2003,42.347526
ECU,2004,37.84691
ECU,2005,33.378559
ECU,2006,27.106573
ECU,2007,25.779997
ECU,2008,20.786419
ECU,2009,15.5404
ECU,2010,18.184972
ECU,2011,17.324574
ECU,2012,20.130039
ECU,2013,22.565211
ECU,2014,27.251462
ECU,2015,31.611501
ECU,2016,36.446686
ECU,2017,41.23972
ECU,2018,42.990926
ERI,1995,40.775932
ERI,1996,57.061021
ERI,1997,64.513241
ERI,1998,111.16383
ERI,2000,219.10168
ERI,2001,238.56577
ERI,2002,243.43777
ERI,2003,263.98728
ERI,2004,193.51178
ERI,2005,205.37097
ERI,2006,199.04636
ERI,2007,201.27977
ERI,2008,259.66665
ERI,2009,207.0543
ERI,2010,201.78658
ERI,2011,171.56932
ERI,2012,171.57653
ERI,2013,232.42835
ERI,2014,204.48279
ERI,2015,271.40947
ERI,2016,251.22757
ERI,2017,290.38603
ERI,2018,267.09216
ERI,2019,260.39329
ESP,1990,34.353526
ESP,1991,35.855978
ESP,1992,35.980443
ESP,1993,39.25952
ESP,1994,48.969046
ESP,1995,51.392844
ESP,1996,54.776554
ESP,1997,53.752819
ESP,1998,52.129966
ESP,1999,50.964567
ESP,2000,48.61471
ESP,2001,45.0084
ESP,2002,42.891296
ESP,2003,39.929023
ESP,2004,38.59493
ESP,2005,35.749237
ESP,2006,32.475292
ESP,2007,29.592293
ESP,2008,33.157971
ESP,2009,45.449587
ESP,2010,51.17101
ESP,2011,58.369797
ESP,2012,77.132648
ESP,2013,87.548002
ESP,2014,91.166215
ESP,2015,90.453777
ESP,2016,89.892711
ESP,2017,89.785074
ESP,2018,89.389104
ESP,2019,87.482205
ESP,2020,106.95405
ESP,2021,103.71846
ESP,2022,99.022288
ESP,2023,95.820973
ESP,2024,93.571587
EST,2000,3.3265064
EST,2001,2.9160198
EST,2002,3.4697106
EST,2003,3.1314596
EST,2004,2.8160603
EST,2005,2.2987189
EST,2006,2.0860413
EST,2007,1.4357865
EST,2008,1.8111887
EST,2009,4.2533048
EST,2010,4.4994628
EST,2011,4.5192111
EST,2012,11.912713
EST,2013,11.957274
EST,2014,11.869046
EST,2015,11.219896
EST,2016,10.70938
EST,2017,9.8646454
EST,2018,9.2134646
EST,2019,9.703548
EST,2020,18.321723
EST,2021,17.916
EST,2022,18.968905
EST,2023,20.002996
EST,2024,23.057154
FIN,1990,9.9775735
FIN,1991,16.461289
FIN,1992,33.221287
FIN,1993,48.29576
FIN,1994,51.324934
FIN,1995,51.304162
FIN,1996,51.960736
FIN,1997,49.323788
FIN,1998,44.112396
FIN,1999,41.588645
FIN,2000,45.13953
FIN,2001,43.443536
FIN,2002,42.642819
FIN,2003,45.156017
FIN,2004,44.937981
FIN,2005,42.144098
FIN,2006,40.224226
FIN,2007,35.999337
FIN,2008,34.715037
FIN,2009,44.13019
FIN,2010,50.112944
FIN,2011,52.024487
FIN,2012,57.856152
FIN,2013,60.811707
FIN,2014,64.812611
FIN,2015,68.764273
FIN,2016,68.649202
FIN,2017,66.580777
FIN,2018,65.358229
FIN,2019,65.327984
FIN,2020,75.317171
FIN,2021,73.200302
FIN,2022,74.028219
FIN,2023,77.158683
FIN,2024,82.049954
FJI,1990,36.156085
FJI,1991,36.391916
FJI,1992,42.216293
FJI,1993,44.265771
FJI,1994,47.617884
FJI,1995,48.367175
FJI,1996,48.797421
FJI,1997,54.131724
FJI,1998,36.630225
FJI,1999,32.703001
FJI,2000,36.925584
FJI,2001,41.034814
FJI,2002,43.385067
FJI,2003,44.85364
FJI,2004,44.534061
FJI,2005,43.989458
FJI,2006,49.204054
FJI,2007,46.042616
FJI,2008,47.463735
FJI,2009,51.504189
FJI,2010,51.84115
FJI,2011,48.64208
FJI,2012,47.65327
FJI,2013,45.846824
FJI,2014,44.508051
FJI,2015,43.044523
FJI,2016,43.647425
FJI,2017,42.2207
FJI,2018,44.809022
FJI,2019,48.760526
FJI,2020,69.551034
FJI,2021,85.972393
FJI,2022,84.133453
FJI,2023,79.602279
FJI,2024,76.954882
FRA,1990,27.363194
FRA,1991,27.984943
FRA,1992,31.206911
FRA,1993,36.624217
FRA,1994,40.510222
FRA,1995,45.864828
FRA,1996,48.215953
FRA,1997,49.433583
FRA,1998,50.709713
FRA,1999,50.642168
FRA,2000,49.452724
FRA,2001,49.455816
FRA,2002,51.617323
FRA,2003,54.720106
FRA,2004,54.612472
FRA,2005,55.129474
FRA,2006,52.247634
FRA,2007,52.150953
FRA,2008,56.316166
FRA,2009,68.109647
FRA,2010,69.328663
FRA,2011,70.631198
FRA,2012,73.205575
FRA,2013,75.963802
FRA,2014,77.381922
FRA,2015,78.072973
FRA,2016,79.155164
FRA,2017,80.172589
FRA,2018,81.16371
FRA,2019,81.604896
FRA,2020,93.297778
FRA,2021,92.117406
FRA,2022,91.963459
FRA,2023,91.622282
FRA,2024,94.339342
GAB,1990,57.893426
GAB,1991,64.5296
GAB,1992,61.556924
GAB,1993,60.871339
GAB,1994,93.635852
GAB,1995,85.289548
GAB,1996,74.410435
GAB,1997,71.619882
GAB,1998,92.670616
GAB,1999,77.459223
GAB,2000,72.496907
GAB,2001,80.979437
GAB,2002,81.070062
GAB,2003,70.241029
GAB,2004,60.301269
GAB,2005,41.700366
GAB,2006,34.883924
GAB,2007,39.237099
GAB,2008,20.053192
GAB,2009,25.991749
GAB,2010,21.295213
GAB,2011,21.424997
GAB,2012,21.442436
GAB,2013,31.112811
GAB,2014,34.062798
GAB,2015,44.70321
GAB,2016,64.495144
GAB,2017,62.926002
GAB,2018,62.342028
GAB,2019,59.777956
GAB,2020,83.04
GAB,2021,72.944964
GAB,2022,65.588642
GAB,2023,70.586452
GAB,2024,73.403345
GBR,1990,27.217325
GBR,1991,27.514577
GBR,1992,32.131804
GBR,1993,36.737308
GBR,1994,39.447011
GBR,1995,42.43495
GBR,1996,42.620218
GBR,1997,42.34811
GBR,1998,40.27357
GBR,1999,38.925931
GBR,2000,37.331842
GBR,2001,34.614509
GBR,2002,35.001792
GBR,2003,36.176325
GBR,2004,39.048885
GBR,2005,40.160887
GBR,2006,41.117892
GBR,2007,42.194574
GBR,2008,49.94503
GBR,2009,64.048794
GBR,2010,74.893149
GBR,2011,80.47426
GBR,2012,83.529758
GBR,2013,84.408326
GBR,2014,86.157581
GBR,2015,86.899117
GBR,2016,86.772241
GBR,2017,85.644822
GBR,2018,85.275175
GBR,2019,84.689924
GBR,2020,104.85318
GBR,2021,104.30542
GBR,2022,99.008165
GBR,2023,99.74797
GBR,2024,100.71666
GHA,1990,22.424498
GHA,1991,22.782518
GHA,1992,25.043286
GHA,1993,34.1291
GHA,1994,50.586711
GHA,1995,47.555642
GHA,1996,42.871216
GHA,1997,45.151458
GHA,1998,37.589563
GHA,1999,51.660909
GHA,2000,74.462858
GHA,2001,57.769451
GHA,2002,54.061255
GHA,2003,49.298531
GHA,2004,38.364225
GHA,2005,31.694725
GHA,2006,17.290576
GHA,2007,21.061492
GHA,2008,23.186481
GHA,2009,25.390021
GHA,2010,32.924103
GHA,2011,31.220821
GHA,2012,35.473183
GHA,2013,42.930079
GHA,2014,50.110878
GHA,2015,53.895809
GHA,2016,55.942373
GHA,2017,56.983876
GHA,2018,61.976182
GHA,2019,58.343852
GHA,2020,72.337415
GHA,2021,79.178731
GHA,2022,85.743476
GHA,2023,76.369653
GHA,2024,70.50791
GIN,1990,71.604621
GIN,1991,70.856719
GIN,1992,62.001052
GIN,1993,68.912009
GIN,1994,71.280066
GIN,1995,66.533736
GIN,1996,67.676708
GIN,1997,67.867956
GIN,1998,75.938287
GIN,1999,92.250913
GIN,2000,91.491824
GIN,2001,90.436484
GIN,2002,82.610228
GIN,2003,81.572276
GIN,2004,86.866168
GIN,2005,97.91528
GIN,2006,95.221798
GIN,2007,60.800096
GIN,2008,58.463417
GIN,2009,61.331778
GIN,2010,71.140679
GIN,2011,53.849923
GIN,2012,26.866513
GIN,2013,33.966962
GIN,2014,35.158098
GIN,2015,44.389275
GIN,2016,43.009276
GIN,2017,41.883937
GIN,2018,39.266744
GIN,2019,38.575854
GIN,2020,47.928881
GIN,2021,42.879624
GIN,2022,40.591152
GIN,2023,37.342509
GIN,2024,47.84102
GMB,1990,67.958975
GMB,1991,58.763277
GMB,1992,71.019876
GMB,1993,63.474428
GMB,1994,67.307925
GMB,1995,68.81521
GMB,1996,71.437463
GMB,1997,68.810998
GMB,1998,72.158314
GMB,1999,70.167853
GMB,2000,73.250229
GMB,2001,75.229867
GMB,2002,93.875279
GMB,2003,91.694292
GMB,2004,81.303059
GMB,2005,82.596471
GMB,2006,87.344267
GMB,2007,38.022861
GMB,2008,39.528277
GMB,2009,38.868143
GMB,2010,42.948652
GMB,2011,49.240639
GMB,2012,49.491895
GMB,2013,58.244173
GMB,2014,71.086021
GMB,2015,69.368877
GMB,2016,80.662176
GMB,2017,86.979187
GMB,2018,83.59575
GMB,2019,82.966874
GMB,2020,85.888114
GMB,2021,83.11287
GMB,2022,83.862891
GMB,2023,76.833373
GMB,2024,73.491731
GNB,1990,117.27891
GNB,1991,88.857068
GNB,1992,85.297371
GNB,1993,112.3814
GNB,1994,105.49377
GNB,1995,103.33063
GNB,1996,117.34324
GNB,1997,118.98979
GNB,1998,152.6289
GNB,1999,145.14878
GNB,2000,217.1386
GNB,2001,204.44157
GNB,2002,197.47118
GNB,2003,183.38436
GNB,2004,201.95932
GNB,2005,203.65142
GNB,2006,190.40659
GNB,2007,163.97032
GNB,2008,148.81517
GNB,2009,148.25821
GNB,2010,61.725945
GNB,2011,45.6193
GNB,2012,47.388395
GNB,2013,49.645153
GNB,2014,60.114631
GNB,2015,56.346961
GNB,2016,59.095188
GNB,2017,51.783227
GNB,2018,59.068142
GNB,2019,65.128505
GNB,2020,77.592083
GNB,2021,78.797205
GNB,2022,80.690066
GNB,2023,79.389977
GNB,2024,82.285817
GNQ,1990,157.00448
GNQ,1991,169.46537
GNQ,1992,136.8705
GNQ,1993,152.57527
GNQ,1994,215.97342
GNQ,1995,136.87449
GNQ,1996,91.185503
GNQ,1997,46.261473
GNQ,1998,59.233168
GNQ,1999,60.477907
GNQ,2000,36.627469
GNQ,2001,25.477075
GNQ,2002,19.446711
GNQ,2003,6.7745414
GNQ,2004,4.5383965
GNQ,2005,2.8488715
GNQ,2006,1.2201328
GNQ,2007,0.75386536
GNQ,2008,0.48808587
GNQ,2009,4.3369923
GNQ,2010,7.8941111
GNQ,2011,7.1704249
GNQ,2012,7.0972396
GNQ,2013,6.2720553
GNQ,2014,12.559933
GNQ,2015,31.656703
GNQ,2016,41.13941
GNQ,2017,36.235134
GNQ,2018,40.568655
GNQ,2019,43.189441
GNQ,2020,49.385527
GNQ,2021,42.293106
GNQ,2022,29.758978
GNQ,2023,36.266391
GNQ,2024,36.20051
GRC,1990,76.90086
GRC,1991,78.196269
GRC,1992,83.951157
GRC,1993,95.067536
GRC,1994,100.64223
GRC,1995,102.23048
GRC,1996,105.66291
GRC,1997,103.0376
GRC,1998,100.70741
GRC,1999,100.3886
GRC,2000,102.22013
GRC,2001,98.846049
GRC,2002,104.5404
GRC,2003,102.13451
GRC,2004,107.04417
GRC,2005,110.59813
GRC,2006,105.56172
GRC,2007,104.39684
GRC,2008,109.77457
GRC,2009,127.39881
GRC,2010,152.19171
GRC,2011,180.84679
GRC,2012,164.35645
GRC,2013,180.49011
GRC,2014,184.08847
GRC,2015,183.23839
GRC,2016,187.08026
GRC,2017,185.31211
GRC,2018,198.73613
GRC,2019,192.25219
GRC,2020,223.23436
GRC,2021,210.39591
GRC,2022,192.5752
GRC,2023,180.51887
GRC,2024,169.99406
GRD,1990,46.166434
GRD,1991,46.87986
GRD,1992,40.068932
GRD,1993,45.284265
GRD,1994,45.684683
GRD,1995,43.081888
GRD,1996,43.869086
GRD,1997,41.427699
GRD,1998,40.270917
GRD,1999,34.483637
GRD,2000,41.626135
GRD,2001,44.607792
GRD,2002,79.089601
GRD,2003,79.561854
GRD,2004,94.69362
GRD,2005,87.31234
GRD,2006,92.923461
GRD,2007,89.056235
GRD,2008,83.913062
GRD,2009,91.094365
GRD,2010,96.216382
GRD,2011,102.78191
GRD,2012,101.50104
GRD,2013,105.43682
GRD,2014,99.339886
GRD,2015,90.099984
GRD,2016,81.568465
GRD,2017,70.402842
GRD,2018,68.536254
GRD,2019,62.699723
GRD,2020,89.492796
GRD,2021,86.55359
GRD,2022,78.794719
GRD,2023,75.218123
GRD,2024,73.184212
GTM,1990,47.252912
GTM,1991,34.341435
GTM,1992,30.061129
GTM,1993,26.671574
GTM,1994,23.693196
GTM,1995,21.007795
GTM,1996,19.215054
GTM,1997,18.458639
GTM,1998,18.95567
GTM,1999,21.988944
GTM,2000,20.646128
GTM,2001,21.100405
GTM,2002,18.758007
GTM,2003,21.316431
GTM,2004,21.472333
GTM,2005,20.778369
GTM,2006,21.11412
GTM,2007,20.995069
GTM,2008,19.817988
GTM,2009,23.151166
GTM,2010,24.329716
GTM,2011,24.044037
GTM,2012,24.80271
GTM,2013,25.17967
GTM,2014,24.792685
GTM,2015,24.920102
GTM,2016,25.034992
GTM,2017,25.153788
GTM,2018,26.483325
GTM,2019,26.48708
GTM,2020,31.524821
GTM,2021,30.599188
GTM,2022,28.983101
GTM,2023,27.207947
GTM,2024,28.242835
GUY,1990,305.29159
GUY,1991,265.25884
GUY,1992,316.15551
GUY,1993,279.99797
GUY,1994,236.15541
GUY,1995,210.627
GUY,1996,146.97394
GUY,1997,128.29673
GUY,1998,120.75508
GUY,1999,107.04496
GUY,2000,110.9897
GUY,2001,100.63297
GUY,2002,105.07834
GUY,2003,95.61711
GUY,2004,91.770023
GUY,2005,90.740936
GUY,2006,74.498238
GUY,2007,46.992651
GUY,2008,47.59764
GUY,2009,51.691458
GUY,2010,52.520189
GUY,2011,51.188827
GUY,2012,44.297234
GUY,2013,41.054149
GUY,2014,38.284194
GUY,2015,41.825357
GUY,2016,43.844137
GUY,2017,42.893507
GUY,2018,47.03291
GUY,2019,43.561931
GUY,2020,51.081988
GUY,2021,41.169343
GUY,2022,24.832026
GUY,2023,26.650308
GUY,2024,24.266976
HND,1990,89.24186
HND,1991,80.199628
HND,1992,78.238126
HND,1993,94.330889
HND,1994,89.847554
HND,1995,80.959206
HND,1996,88.653328
HND,1997,70.307605
HND,1998,65.763221
HND,1999,69.556867
HND,2000,62.468703
HND,2001,59.828619
HND,2002,54.379924
HND,2003,58.108488
HND,2004,58.088045
HND,2005,43.887251
HND,2006,28.323016
HND,2007,17.156295
HND,2008,20.076463
HND,2009,23.866255
HND,2010,29.17992
HND,2011,31.593369
HND,2012,35.339391
HND,2013,43.115613
HND,2014,44.440621
HND,2015,44.32558
HND,2016,45.980423
HND,2017,47.436585
HND,2018,48.546426
HND,2019,49.07776
HND,2020,60.109497
HND,2021,56.472606
HND,2022,53.759428
HND,2023,48.550117
HND,2024,47.871592
HRV,1995,23.391223
HRV,1996,25.531191
HRV,1997,24.611449
HRV,1998,22.428088
HRV,1999,28.293171
HRV,2000,33.600091
HRV,2001,34.83714
HRV,2002,34.841242
HRV,2003,36.31843
HRV,2004,39.081292
HRV,2005,40.125398
HRV,2006,37.62247
HRV,2007,36.248661
HRV,2008,38.117181
HRV,2009,46.966742
HRV,2010,55.484132
HRV,2011,61.827034
HRV,2012,67.574344
HRV,2013,77.933919
HRV,2014,81.554421
HRV,2015,81.234665
HRV,2016,77.87866
HRV,2017,74.901681
HRV,2018,71.335772
HRV,2019,69.357071
HRV,2020,84.410333
HRV,2021,76.153016
HRV,2022,66.854933
HRV,2023,60.445746
HRV,2024,56.523397
HTI,1990,85.106519
HTI,1991,80.691319
HTI,1992,118.85931
HTI,1993,98.01836
HTI,1994,35.304601
HTI,1995,26.226527
HTI,1996,26.238885
HTI,1997,26.234235
HTI,1998,24.011529
HTI,1999,24.145656
HTI,2000,32.454645
HTI,2001,28.754001
HTI,2002,31.951328
HTI,2003,37.794119
HTI,2004,30.448707
HTI,2005,29.709306
HTI,2006,32.163324
HTI,2007,24.435612
HTI,2008,33.920836
HTI,2009,19.41115
HTI,2010,24.901635
HTI,2011,22.292974
HTI,2012,24.056873
HTI,2013,25.110634
HTI,2014,21.353623
HTI,2015,23.888862
HTI,2016,24.386458
HTI,2017,22.516399
HTI,2018,24.1132
HTI,2019,26.53021
HTI,2020,22.321374
HTI,2021,28.863244
HTI,2022,29.505802
HTI,2023,28.464007
HTI,2024,14.945239
HUN,1990,63.316547
HUN,1991,74.048887
HUN,1992,76.250014
HUN,1993,86.32884
HUN,1994,84.776687
HUN,1995,83.242921
HUN,1996,71.275224
HUN,1997,62.817307
HUN,1998,60.569593
HUN,1999,60.543015
HUN,2000,55.690622
HUN,2001,52.129543
HUN,2002,54.914511
HUN,2003,57.336431
HUN,2004,57.942869
HUN,2005,59.246973
HUN,2006,62.60134
HUN,2007,63.162301
HUN,2008,68.813601
HUN,2009,74.537074
HUN,2010,75.721023
HUN,2011,76.390016
HUN,2012,74.794458
HUN,2013,75.788947
HUN,2014,76.43523
HUN,2015,75.646284
HUN,2016,75.167784
HUN,2017,73.124147
HUN,2018,70.699385
HUN,2019,66.404513
HUN,2020,79.756689
HUN,2021,76.931299
HUN,2022,74.487606
HUN,2023,73.381301
HUN,2024,74.491443
Hong Kong SAR,2001,3.5575283
Hong Kong SAR,2002,3.4686358
Hong Kong SAR,2003,3.7400461
Hong Kong SAR,2004,5.5431152
Hong Kong SAR,2005,4.9570682
Hong Kong SAR,2006,4.5897435
Hong Kong SAR,2007,4.179903
Hong Kong SAR,2008,3.9238929
Hong Kong SAR,2009,4.8817384
Hong Kong SAR,2010,5.5169867
Hong Kong SAR,2011,6.0999881
Hong Kong SAR,2012,6.7744724
Hong Kong SAR,2013,7.6696262
Hong Kong SAR,2014,7.4778596
Hong Kong SAR,2015,7.2710859
Hong Kong SAR,2016,7.5082647
Hong Kong SAR,2017,6.9893259
Hong Kong SAR,2018,6.5959465
Hong Kong SAR,2019,6.1660444
Hong Kong SAR,2020,8.3607738
Hong Kong SAR,2021,10.725729
Hong Kong SAR,2022,14.596503
Hong Kong SAR,2023,17.431306
IDN,1990,37.103455
IDN,1991,35.716638
IDN,1992,35.247303
IDN,1993,33.191987
IDN,1994,32.144942
IDN,1995,28.346241
IDN,1996,23.416971
IDN,1997,23.340635
IDN,1998,62.539805
IDN,1999,83.031204
IDN,2000,87.437299
IDN,2001,71.10391
IDN,2002,61.829978
